"src_ip","dst_ip",start,finish,"total_duration","total_bytes","total_packets","src_ports","dst_ports",pps,bps,bpp,"num_protocols","total_http_errors","total_failures","flag_syn","flag_ack"
"192.168.10.19","52.216.228.136","2017-07-07 17:12:57.697","2017-07-07 17:13:03.657","5.959752",0,4,1,1,"0.6711689","0.000000",0,1,0,0,1,3
"192.168.10.19","52.216.32.115","2017-07-07 19:55:49.262","2017-07-07 19:55:55.555","6.292356",648,13,1,1,"2.065999","102.9821","49.84615384615385",3,0,0,1,12
"192.168.10.19","52.216.32.64","2017-07-07 17:18:42.290","2017-07-07 17:18:48.630","6.340001",657,14,1,1,"2.208202","103.6277","46.92857142857143",3,0,0,1,13
"192.168.10.19","52.216.82.123","2017-07-07 17:10:51.429","2017-07-07 17:11:14.556","23.126636",356,12,2,1,"0.51888221","15.393506","29.666666666666668",2,0,0,2,10
"192.168.10.19","52.216.85.35","2017-07-07 18:34:43.727","2017-07-07 18:35:06.836","23.109051",435,12,2,1,"0.51927706","18.823793","36.25",2,0,0,2,10
"192.168.10.19","52.221.243.238","2017-07-07 17:57:03.825","2017-07-07 18:12:19.006","915.180392",2760,43,4,1,"0.0469852724","3.01579888","64.18604651162791",3,0,0,4,39
"192.168.10.19","52.221.253.97","2017-07-07 18:12:13.229","2017-07-07 18:12:44.027","30.798547",1604,26,2,1,"0.84419567","52.080379","61.69230769230769",3,0,0,2,24
"192.168.10.19","52.29.154.220","2017-07-07 17:41:42.239","2017-07-07 17:42:43.725","61.485468",2031,18,1,1,"0.29275210","33.032196","112.83333333333333",3,0,0,1,17
"192.168.10.19","52.29.252.106","2017-07-07 17:41:41.415","2017-07-07 17:42:42.306","60.890905",3070,17,1,1,"0.27918784","50.418039","180.58823529411765",3,0,0,1,16
"192.168.10.19","52.3.141.116","2017-07-07 17:14:00.584","2017-07-07 17:14:05.804","5.219712",1590,13,1,1,"2.490559","304.6145","122.3076923076923",3,0,0,1,12
"192.168.10.19","52.3.199.4","2017-07-07 17:13:59.712","2017-07-07 17:14:56.368","56.656029",9610,79,2,1,"1.3943794","169.62008","121.64556962025317",3,0,0,2,75
"192.168.10.19","52.31.221.170","2017-07-07 17:10:52.687","2017-07-07 17:11:52.710","60.022846",777,15,1,1,"0.24990484","12.945071","51.8",3,0,0,1,14
"192.168.10.19","52.34.178.251","2017-07-07 17:37:49.505","2017-07-07 17:38:49.951","60.445600",952,16,1,1,"0.26470082","15.749699","59.5",3,0,0,1,15
"192.168.10.19","52.38.154.51","2017-07-07 17:34:00.391","2017-07-07 17:35:01.196","60.804190",678,11,1,1,"0.18090859","11.150547","61.63636363636363",2,0,0,1,10
"192.168.10.19","52.38.215.180","2017-07-07 17:37:49.844","2017-07-07 17:42:43.124","293.280006",2726,44,3,1,"0.150027275","9.29487161","61.95454545454545",3,0,0,3,39
"192.168.10.19","52.41.158.45","2017-07-07 17:37:49.559","2017-07-07 17:38:53.927","64.368386",884,17,1,1,"0.26410480","13.733450",52,3,0,0,1,16
"192.168.10.19","52.45.100.7","2017-07-07 17:18:33.925","2017-07-07 17:20:34.838","120.912746",876,26,1,1,"0.215031094","7.24489377","33.69230769230769",3,0,0,1,25
"192.168.10.19","52.45.217.171","2017-07-07 17:41:44.092","2017-07-07 17:42:49.367","65.274822",2399,17,1,1,"0.26043732","36.752302","141.11764705882354",3,0,0,1,16
"192.168.10.19","52.49.239.148","2017-07-07 17:41:41.722","2017-07-07 17:41:42.150","0.428009",748,10,1,1,"23.3640","1747.63","74.8",3,0,0,1,9
"192.168.10.19","52.5.250.84","2017-07-07 17:37:49.419","2017-07-07 17:38:50.020","60.600612",2963,17,1,1,"0.28052522","48.893896","174.2941176470588",3,0,0,1,16
"192.168.10.19","52.52.208.216","2017-07-07 18:00:55.797","2017-07-07 18:01:11.546","15.749026",6598,55,3,1,"3.4922794","418.94654","119.96363636363637",3,0,0,3,52
"192.168.10.19","52.52.226.188","2017-07-07 18:00:56.785","2017-07-07 18:01:11.873","15.088182",2718,34,3,1,"2.2534193","180.14099","79.94117647058823",3,0,0,3,31
"192.168.10.19","52.54.195.143","2017-07-07 17:10:54.026","2017-07-07 18:35:43.575","5089.548546",17757,124,5,1,"0.02436365404","3.488914555","143.2016129032258",2,0,0,5,119
"192.168.10.19","52.6.24.26","2017-07-07 18:01:00.012","2017-07-07 18:02:00.923","60.911064",713,19,1,1,"0.31193019","11.705591","37.526315789473685",3,0,0,1,18
"192.168.10.19","52.6.79.59","2017-07-07 17:18:42.064","2017-07-07 17:19:42.653","60.589061",952,17,1,1,"0.28057870","15.712407",56,3,0,0,1,16
"192.168.10.19","52.68.186.180","2017-07-07 17:34:00.211","2017-07-07 17:35:01.913","61.702714",4017,72,6,1,"1.1668855","65.102485","55.791666666666664",3,0,0,6,54
"192.168.10.19","52.69.133.197","2017-07-07 17:57:12.612","2017-07-07 17:58:13.998","61.386047",689,16,1,1,"0.26064555","11.224049","43.0625",3,0,0,1,15
"192.168.10.19","52.69.143.104","2017-07-07 17:57:12.647","2017-07-07 17:57:23.968","11.320614",946,12,1,1,"1.0600132","83.564371","78.83333333333333",3,0,0,1,11
"192.168.10.19","52.70.125.189","2017-07-07 17:03:06.621","2017-07-07 17:04:07.723","61.102153",2241,16,1,1,"0.26185657","36.676285","140.0625",3,0,0,1,15
"192.168.10.19","52.71.184.177","2017-07-07 17:10:48.237","2017-07-07 17:11:49.378","61.141227",0,10,1,1,"0.16355576","0.0000000",0,1,0,0,1,9
"192.168.10.19","52.71.86.199","2017-07-07 17:14:41.502","2017-07-07 17:15:48.104","66.601812",6631,20,1,1,"0.30029213","99.561856","331.55",3,0,0,1,19
"192.168.10.19","52.72.58.52","2017-07-07 17:10:51.335","2017-07-07 17:19:43.211","531.875733",7049,33,2,2,"0.0620445679","13.2530957","213.6060606060606",4,0,0,2,31
"192.168.10.19","52.73.123.67","2017-07-07 17:10:53.087","2017-07-07 18:02:05.320","3072.233469",2399,30,3,2,"0.009764882878","0.7808651342","79.96666666666667",3,0,0,3,27
"192.168.10.19","52.77.126.132","2017-07-07 18:21:08.285","2017-07-07 18:22:11.639","63.353644",0,14,2,1,"0.22098176","0.0000000",0,1,0,0,14,0
"192.168.10.19","52.84.137.123","2017-07-07 17:14:47.368","2017-07-07 17:16:43.972","116.603762",1437,24,1,1,"0.205825263","12.3237876","59.875",3,0,0,1,23
"192.168.10.19","52.84.140.151","2017-07-07 17:33:57.954","2017-07-07 17:35:53.605","115.650751",752,23,1,1,"0.198874627","6.50233565","32.69565217391305",3,0,0,1,22
"192.168.10.19","52.84.140.178","2017-07-07 17:14:47.363","2017-07-07 17:16:42.975","115.612169",1447,50,2,1,"0.432480425","12.5159835","28.94",3,0,0,2,48
"192.168.10.19","52.84.141.122","2017-07-07 17:14:47.415","2017-07-07 17:16:42.973","115.558089",741,24,1,1,"0.207687754","6.41235941","30.875",3,0,0,1,23
"192.168.10.19","52.84.141.160","2017-07-07 17:34:00.348","2017-07-07 17:35:55.603","115.254988",936,17,1,1,"0.147499039","8.12112356","55.05882352941177",2,0,0,1,16
"192.168.10.19","52.84.143.110","2017-07-07 18:01:00.247","2017-07-07 18:02:56.122","115.875103",1338,56,4,1,"0.483278966","11.5469153","23.892857142857142",2,0,0,4,52
"192.168.10.19","52.84.143.148","2017-07-07 17:18:39.150","2017-07-07 19:57:41.731","9542.581223",892,44,4,1,"0.004610911762","0.09347575663","20.272727272727273",2,0,0,4,40
"192.168.10.19","52.84.143.191","2017-07-07 17:57:06.855","2017-07-07 18:14:08.775","1021.920716",1732,45,2,1,"0.04403472726","1.694847725","38.48888888888889",3,0,0,2,43
"192.168.10.19","52.84.143.232","2017-07-07 17:33:57.531","2017-07-07 17:35:53.604","116.073381",11816,158,6,1,"1.36120787","101.797672","74.78481012658227",3,0,0,6,152
"192.168.10.19","52.84.143.31","2017-07-07 17:33:59.982","2017-07-07 17:43:37.241","577.259225",892,39,3,1,"0.0675606353","1.54523299","22.871794871794872",2,0,0,3,36
"192.168.10.19","52.84.143.82","2017-07-07 17:57:07.119","2017-07-07 17:59:03.205","116.085799",1215,23,1,1,"0.198129316","10.4663965","52.82608695652174",3,0,0,1,22
"192.168.10.19","52.84.145.172","2017-07-07 17:18:32.531","2017-07-07 17:20:29.806","117.274962",760,66,1,1,"0.562779974","6.48049667","11.515151515151516",3,0,0,1,65
"192.168.10.19","52.84.145.177","2017-07-07 17:37:49.562","2017-07-07 17:39:45.699","116.136578",785,24,1,1,"0.206653239","6.75928302","32.708333333333336",3,0,0,1,23
"192.168.10.19","52.84.145.211","2017-07-07 18:01:00.052","2017-07-07 18:02:56.062","116.009879",830,22,1,1,"0.189639022","7.15456311","37.72727272727273",3,0,0,1,21
"192.168.10.19","52.84.145.216","2017-07-07 18:00:57.187","2017-07-07 18:02:55.061","117.874389",1358,32,1,1,"0.271475426","11.5207384","42.4375",3,0,0,1,31
"192.168.10.19","52.84.145.223","2017-07-07 18:14:28.185","2017-07-07 18:18:04.450","216.265279",5999,308,3,1,"1.42417683","27.7390806","19.477272727272727",3,0,0,3,305
"192.168.10.19","52.84.145.61","2017-07-07 18:00:59.028","2017-07-07 18:02:55.062","116.033762",27601,54,2,1,"0.465381791","237.870423","511.1296296296296",3,0,0,2,52
"192.168.10.19","52.84.26.155","2017-07-07 17:11:59.266","2017-07-07 17:13:54.642","115.375819",331,17,1,1,"0.147344566","2.86888538","19.470588235294116",2,0,0,1,16
"192.168.10.19","52.84.26.190","2017-07-07 17:10:51.131","2017-07-07 17:12:46.679","115.547692",1021,44,2,2,"0.380795144","8.83617822","23.204545454545453",4,0,0,2,42
"192.168.10.19","52.84.26.36","2017-07-07 18:20:29.909","2017-07-07 18:21:05.210","35.301217",1016,19,2,1,"0.53822507","28.780878","53.473684210526315",3,0,0,2,17
"192.168.10.19","52.84.26.4","2017-07-07 18:18:09.115","2017-07-07 18:20:04.854","115.738880",1651,27,3,1,"0.233283751","14.2648693","61.148148148148145",3,0,0,3,24
"192.168.10.19","52.84.26.54","2017-07-07 17:41:43.509","2017-07-07 17:43:39.251","115.741613",722,27,1,1,"0.233278242","6.23803299","26.74074074074074",3,0,0,1,26
"192.168.10.19","52.84.26.68","2017-07-07 17:00:08.725","2017-07-07 17:00:33.444","24.719043",31,6,1,1,"0.24272784","1.2540939","5.166666666666667",2,0,0,0,6
"192.168.10.19","52.84.3.162","2017-07-07 18:39:11.262","2017-07-07 18:41:06.613","115.350868",701,22,1,1,"0.190722449","6.07711075","31.863636363636363",3,0,0,1,21
"192.168.10.19","52.84.3.75","2017-07-07 17:18:38.383","2017-07-07 17:20:33.831","115.447218",707,24,1,1,"0.207887210","6.12401072","29.458333333333332",3,0,0,1,23
"192.168.10.19","52.84.40.16","2017-07-07 18:12:12.940","2017-07-07 18:14:08.788","115.847422",1214,22,1,1,"0.189904960","10.4793010","55.18181818181818",3,0,0,1,21
"192.168.10.19","52.84.40.46","2017-07-07 18:12:12.859","2017-07-07 18:12:18.777","5.917755",389,11,1,1,"1.858813","65.73439","35.36363636363637",3,0,0,1,10
"192.168.10.19","52.84.5.31","2017-07-07 17:18:42.693","2017-07-07 17:20:38.824","116.130628",758,22,1,1,"0.189441842","6.52713254","34.45454545454545",3,0,0,1,21
"192.168.10.19","52.84.8.26","2017-07-07 17:18:29.510","2017-07-07 17:39:42.714","1273.203978",1504,48,2,1,"0.03770016497","1.181271836","31.333333333333332",3,0,0,2,46
"192.168.10.19","52.84.8.46","2017-07-07 19:55:44.457","2017-07-07 19:57:39.744","115.287027",6173,26,1,1,"0.225524074","53.5446195","237.42307692307693",3,0,0,1,25
"192.168.10.19","52.86.137.165","2017-07-07 17:33:57.741","2017-07-07 17:34:17.346","19.604551",837,14,1,1,"0.71411990","42.694168","59.785714285714285",3,0,0,1,13
"192.168.10.19","52.86.21.54","2017-07-07 17:18:39.515","2017-07-07 17:19:39.975","60.459209",2135,16,1,1,"0.26464124","35.313065","133.4375",3,0,0,1,15
"192.168.10.19","52.86.68.249","2017-07-07 17:10:53.269","2017-07-07 17:11:53.983","60.714141",4740,26,2,1,"0.42823632","78.070774","182.30769230769232",3,0,0,2,22
"192.168.10.19","52.86.75.14","2017-07-07 17:18:41.477","2017-07-07 17:19:42.832","61.354194",4045,38,2,1,"0.61935456","65.928663","106.44736842105263",3,0,0,2,36
"192.168.10.19","52.87.124.213","2017-07-07 19:55:46.469","2017-07-07 19:55:52.015","5.546194",337,12,1,1,"2.163646","60.76239","28.083333333333332",3,0,0,1,9
"192.168.10.19","52.87.201.4","2017-07-07 17:10:52.250","2017-07-07 17:10:55.001","2.751436",0,30,0,0,"10.90340",0,0,1,0,0,0,0
"192.168.10.19","52.9.151.139","2017-07-07 17:14:48.185","2017-07-07 17:15:48.774","60.589251",3838,15,1,1,"0.24756867","63.344569","255.86666666666667",3,0,0,1,14
"192.168.10.19","52.9.197.149","2017-07-07 17:14:47.742","2017-07-07 17:15:48.822","61.079887",700,18,1,1,"0.29469603","11.460401","38.888888888888886",3,0,0,1,17
"192.168.10.19","52.94.232.33","2017-07-07 17:18:32.531","2017-07-07 17:19:41.031","68.499890",2478,40,3,1,"0.58394254","36.175241","61.95",3,0,0,3,37
"192.168.10.19","54.153.94.27","2017-07-07 17:34:00.171","2017-07-07 17:35:01.088","60.917869",272,11,1,1,"0.18057099","4.4650281","24.727272727272727",2,0,0,1,10
"192.168.10.19","54.164.157.184","2017-07-07 17:18:42.670","2017-07-07 17:19:44.413","61.743403",9668,89,5,1,"1.4414495","156.58353","108.62921348314607",3,0,0,5,84
"192.168.10.19","54.165.15.74","2017-07-07 17:10:50.973","2017-07-07 17:11:51.446","60.472129",2899,16,1,1,"0.26458470","47.939440","181.1875",3,0,0,1,15
"192.168.10.19","54.165.207.11","2017-07-07 17:57:12.532","2017-07-07 18:02:00.734","288.201827",1572,37,2,1,"0.128382254","5.45451088","42.486486486486484",3,0,0,2,35
"192.168.10.19","54.171.7.143","2017-07-07 19:55:53.782","2017-07-07 20:02:33.755","399.973390",24304,88,1,1,"0.220014637","60.7640423","276.1818181818182",3,0,0,1,87
"192.168.10.19","54.173.119.167","2017-07-07 17:11:56.595","2017-07-07 17:16:58.112","301.516645",21317,62,1,1,"0.205627122","70.6992478","343.8225806451613",3,0,0,1,61
"192.168.10.19","54.173.72.17","2017-07-07 19:55:45.127","2017-07-07 19:56:47.321","62.194064",1305,21,1,1,"0.33765280","20.982710","62.142857142857146",3,0,0,1,20
"192.168.10.19","54.178.224.169","2017-07-07 17:33:59.531","2017-07-07 17:34:10.687","11.155897",817,13,1,1,"1.1653030","73.234809","62.84615384615385",3,0,0,1,12
"192.168.10.19","54.192.36.142","2017-07-07 17:10:52.189","2017-07-07 17:10:57.833","5.643947",0,5,1,1,"0.8859049","0.000000",0,1,0,0,1,4
"192.168.10.19","54.192.36.157","2017-07-07 17:10:52.800","2017-07-07 17:16:43.981","351.180583",1338,41,3,1,"0.116749052","3.81000563","32.63414634146341",2,0,0,3,38
"192.168.10.19","54.192.36.248","2017-07-07 17:10:51.721","2017-07-07 17:12:47.678","115.957027",805,19,1,1,"0.163853804","6.94222697","42.36842105263158",2,0,0,1,18
"192.168.10.19","54.192.37.172","2017-07-07 17:10:51.003","2017-07-07 17:12:47.677","116.673892",1009,55,3,1,"0.471399377","8.64803584","18.345454545454544",2,0,0,3,52
"192.168.10.19","54.192.37.205","2017-07-07 17:10:51.586","2017-07-07 17:12:47.679","116.093344",295,26,1,1,"0.223957715","2.54105869","11.346153846153847",2,0,0,1,25
"192.168.10.19","54.192.37.89","2017-07-07 17:10:47.621","2017-07-07 17:12:43.680","116.059094",642,18,1,1,"0.155093404","5.53166476","35.666666666666664",2,0,0,1,17
"192.168.10.19","54.192.38.6","2017-07-07 17:10:50.377","2017-07-07 17:12:45.677","115.299530",348,18,1,1,"0.156115120","3.01822566","19.333333333333332",2,0,0,1,17
"192.168.10.19","54.193.23.32","2017-07-07 17:34:00.395","2017-07-07 17:35:00.596","60.200860",3396,11,1,1,"0.18272164","56.411154","308.72727272727275",2,0,0,1,10
"192.168.10.19","54.199.244.53","2017-07-07 17:14:47.832","2017-07-07 17:15:49.618","61.785330",731,16,1,1,"0.25896115","11.831287","45.6875",3,0,0,1,15
"192.168.10.19","54.210.204.131","2017-07-07 18:34:42.888","2017-07-07 18:36:14.017","91.128219",518,15,1,1,"0.16460324","5.6842985","34.53333333333333",2,0,0,1,14
"192.168.10.19","54.210.220.88","2017-07-07 18:12:20.438","2017-07-07 18:13:21.219","60.781795",770,18,1,1,"0.29614130","12.668267","42.77777777777778",3,0,0,1,17
"192.168.10.19","54.215.153.210","2017-07-07 17:33:58.166","2017-07-07 17:34:59.065","60.898275",763,17,1,1,"0.27915405","12.529090","44.88235294117647",3,0,0,1,16
"192.168.10.19","54.223.148.129","2017-07-07 19:52:25.539","2017-07-07 19:53:26.677","61.137557",1215,28,2,1,"0.45798363","19.873218","43.392857142857146",3,0,0,2,26
"192.168.10.19","54.223.32.166","2017-07-07 19:52:25.389","2017-07-07 19:53:29.170","63.781588",44818,49,2,1,"0.76824679","702.67927","914.6530612244898",3,0,0,2,47
"192.168.10.19","54.225.202.195","2017-07-07 18:34:42.846","2017-07-07 18:34:42.949","0.103338",789,4,1,1,"38.7079","7635.14","197.25",2,0,0,1,3
"192.168.10.19","54.229.17.201","2017-07-07 18:00:59.861","2017-07-07 18:02:00.908","61.047533",1086,18,1,1,"0.29485221","17.789417","60.333333333333336",3,0,0,1,17
"192.168.10.19","54.231.114.42","2017-07-07 17:37:49.971","2017-07-07 17:37:56.838","6.867192",657,14,1,1,"2.038679","95.67229","46.92857142857143",3,0,0,1,13
"192.168.10.19","54.235.89.91","2017-07-07 17:10:50.935","2017-07-07 17:18:46.514","475.579724",2111,46,4,2,"0.0967240563","4.43879310","45.891304347826086",4,0,0,4,40
"192.168.10.19","54.236.132.218","2017-07-07 17:37:53.049","2017-07-07 17:38:54.049","60.999665",1663,17,1,1,"0.27869006","27.262445","97.82352941176471",3,0,0,1,16
"192.168.10.19","54.243.129.55","2017-07-07 17:34:00.079","2017-07-07 17:34:02.746","2.667090",692,5,1,1,"1.874702","259.4588","138.4",2,0,0,1,4
"192.168.10.19","54.243.32.68","2017-07-07 17:37:49.624","2017-07-07 17:37:55.854","6.229826",4417,48,4,1,"7.704870","709.0086","92.02083333333333",3,0,0,4,44
"192.168.10.19","54.243.44.39","2017-07-07 17:37:49.352","2017-07-07 17:37:52.907","3.555296",11960,47,3,1,"13.21972","3363.996","254.46808510638297",3,0,0,3,44
"192.168.10.19","54.243.56.222","2017-07-07 17:37:49.441","2017-07-07 17:38:50.049","60.608368",658,17,1,1,"0.28048932","10.856587","38.705882352941174",3,0,0,1,16
"192.168.10.19","54.246.111.171","2017-07-07 19:55:42.904","2017-07-07 19:56:44.306","61.402624",1583,32,2,1,"0.52115037","25.780657","49.46875",3,0,0,2,30
"192.168.10.19","54.248.121.156","2017-07-07 17:14:43.470","2017-07-07 17:15:45.824","62.354399",6392,88,5,1,"1.4112878","102.51081","72.63636363636364",2,0,0,5,81
"192.168.10.19","54.248.237.59","2017-07-07 17:14:47.426","2017-07-07 17:15:49.489","62.063549",1218,19,1,1,"0.30613783","19.625046","64.10526315789474",3,0,0,1,18
"192.168.10.19","54.248.244.125","2017-07-07 17:14:47.844","2017-07-07 17:15:50.220","62.375949",849,17,1,1,"0.27254094","13.611015","49.94117647058823",3,0,0,1,16
"192.168.10.19","54.249.112.198","2017-07-07 17:14:47.613","2017-07-07 17:15:48.630","61.016429",823,16,1,1,"0.26222446","13.488171","51.4375",3,0,0,1,15
"192.168.10.19","54.65.128.216","2017-07-07 17:14:47.646","2017-07-07 17:15:49.230","61.584796",1313,17,1,1,"0.27604216","21.320197","77.23529411764706",3,0,0,1,16
"192.168.10.19","54.70.40.206","2017-07-07 17:18:42.349","2017-07-07 17:19:43.002","60.653104",1191,17,1,1,"0.28028244","19.636258","70.05882352941177",3,0,0,1,16
"192.168.10.19","54.71.146.239","2017-07-07 17:34:00.418","2017-07-07 17:35:00.616","60.197549",3934,22,2,1,"0.36546338","65.351498","178.8181818181818",2,0,0,2,20
"192.168.10.19","54.85.32.27","2017-07-07 18:01:00.112","2017-07-07 18:02:01.288","61.176031",826,19,1,1,"0.31057916","13.502020","43.473684210526315",3,0,0,1,18
"192.168.10.19","54.86.132.40","2017-07-07 18:01:00.175","2017-07-07 18:02:30.935","90.760336",788,20,1,1,"0.22036058","8.6822067","39.4",3,0,0,1,19
"192.168.10.19","54.86.173.38","2017-07-07 18:01:00.180","2017-07-07 18:02:01.178","60.998330",764,19,1,1,"0.31148394","12.524933","40.21052631578947",3,0,0,1,18
"192.168.10.19","54.93.224.72","2017-07-07 17:41:41.938","2017-07-07 17:42:43.481","61.542713",1063,18,1,1,"0.29247979","17.272557","59.05555555555556",3,0,0,1,17
"192.168.10.19","59.106.222.101","2017-07-07 17:57:13.148","2017-07-07 17:57:23.615","10.466688",910,12,2,1,"1.1464945","86.942499","75.83333333333333",2,0,0,2,10
"192.168.10.19","59.106.99.135","2017-07-07 17:33:59.145","2017-07-07 17:34:05.020","5.874784",1043,14,1,1,"2.383066","177.5384","74.5",3,0,0,1,13
"192.168.10.19","61.213.187.153","2017-07-07 17:33:56.385","2017-07-07 17:33:59.145","2.759499",655,9,1,1,"3.261462","237.3619","72.77777777777777",3,0,0,1,8
"192.168.10.19","61.213.187.242","2017-07-07 17:33:57.716","2017-07-07 17:34:06.772","9.055406",8323,30,3,2,"3.312938","919.1195","277.43333333333334",4,0,0,3,27
"192.168.10.19","61.213.187.243","2017-07-07 17:33:58.393","2017-07-07 17:34:02.004","3.611167",16967,68,5,1,"18.83048","4698.481","249.51470588235293",3,0,0,5,63
"192.168.10.19","61.213.187.246","2017-07-07 17:57:12.532","2017-07-07 17:57:15.265","2.732700",1390,11,1,1,"4.025323","508.6544","126.36363636363636",3,0,0,1,10
"192.168.10.19","62.138.155.102","2017-07-07 17:03:06.122","2017-07-07 17:03:30.785","24.662695",19294,114,4,1,"4.6223659","782.31515","169.24561403508773",3,0,0,4,101
"192.168.10.19","62.161.94.220","2017-07-07 17:06:57.391","2017-07-07 17:07:02.829","5.437207",524,8,2,1,"1.471344","96.37301","65.5",2,0,0,2,6
"192.168.10.19","62.161.94.230","2017-07-07 19:55:45.581","2017-07-07 20:02:37.120","411.539545",50105,601,81,1,"1.46036999","121.750147","83.369384359401",3,0,0,81,519
"192.168.10.19","63.144.176.24","2017-07-07 17:10:47.422","2017-07-07 17:12:43.671","116.248078",6757,263,7,1,"2.26240300","58.1256923","25.692015209125476",2,0,0,7,256
"192.168.10.19","63.144.176.8","2017-07-07 17:10:47.785","2017-07-07 17:12:44.671","116.885691",11122,500,6,1,"4.27768357","95.1527934","22.244",2,0,0,6,494
"192.168.10.19","63.241.108.103","2017-07-07 18:00:57.312","2017-07-07 18:01:09.302","11.989748",5173,40,4,1,"3.3361836","431.45195","129.325",3,0,0,4,36
"192.168.10.19","63.251.240.12","2017-07-07 17:13:58.250","2017-07-07 17:16:01.954","123.703842",3964,43,9,1,"0.347604401","32.0442755","92.18604651162791",2,0,0,9,34
"192.168.10.19","63.251.252.12","2017-07-07 17:15:57.897","2017-07-07 18:34:49.039","4731.141760",3102,34,6,2,"0.007186425967","0.6556556868","91.23529411764706",4,0,0,6,28
"192.168.10.19","63.251.88.56","2017-07-07 17:18:42.064","2017-07-07 17:18:42.301","0.237028",1218,12,1,1,"50.6269","5138.63","101.5",3,0,0,1,11
"192.168.10.19","63.251.98.12","2017-07-07 17:10:50.998","2017-07-07 17:18:43.243","472.245296",6709,61,10,2,"0.129170159","14.2066000","109.98360655737704",4,0,0,10,51
"192.168.10.19","64.95.32.15","2017-07-07 19:55:44.954","2017-07-07 19:55:45.860","0.906889",921,10,1,1,"11.0267","1015.56","92.1",3,0,0,1,9
"192.168.10.19","64.95.32.63","2017-07-07 17:37:49.441","2017-07-07 17:45:36.430","466.989345",1233,20,2,1,"0.0428275296","2.64031720","61.65",3,0,0,2,16
"192.168.10.19","66.235.139.18","2017-07-07 17:14:43.352","2017-07-07 17:14:59.531","16.178365",3339,14,1,1,"0.86535321","206.38674","238.5",3,0,0,1,13
"192.168.10.19","66.235.155.62","2017-07-07 17:14:41.015","2017-07-07 17:14:53.666","12.651039",18056,29,1,1,"2.2923019","1427.2346","622.6206896551724",3,0,0,1,28
"192.168.10.19","66.70.172.17","2017-07-07 17:05:51.516","2017-07-07 20:02:28.520","10597.004578",0,11,0,0,"0.0010380291826",0,0,1,0,0,0,0
"192.168.10.19","67.215.197.149","2017-07-07 17:14:46.516","2017-07-07 19:52:10.520","9444.004198",0,10,0,0,"0.001058872888",0,0,1,0,0,0,0
"192.168.10.19","67.217.177.126","2017-07-07 18:12:20.437","2017-07-07 18:12:35.570","15.132680",2182,13,1,1,"0.85906793","144.19125","167.84615384615384",3,0,0,1,12
"192.168.10.19","68.235.35.11","2017-07-07 19:55:42.319","2017-07-07 19:55:52.734","10.415013",670,16,1,1,"1.5362439","64.330212","41.875",3,0,0,1,15
"192.168.10.19","68.67.154.70","2017-07-07 17:14:47.493","2017-07-07 18:02:53.071","2885.577607",2577,51,2,1,"0.01767410444","0.8930621009","50.529411764705884",3,0,0,2,49
"192.168.10.19","68.67.178.109","2017-07-07 17:37:49.434","2017-07-07 17:37:59.756","10.321851",10626,24,2,1,"2.3251643","1029.4665","442.75",3,0,0,2,22
"192.168.10.19","68.67.178.110","2017-07-07 17:33:57.688","2017-07-07 17:34:07.795","10.107121",3615,13,1,1,"1.2862219","357.66862","278.0769230769231",3,0,0,1,12
"192.168.10.19","68.67.178.132","2017-07-07 19:55:45.909","2017-07-07 19:55:56.518","10.609103",4219,22,2,1,"2.0736909","397.67735","191.77272727272728",3,0,0,2,20
"192.168.10.19","68.67.178.137","2017-07-07 17:15:43.067","2017-07-07 17:15:53.137","10.070077",0,14,3,1,"1.3902575","0.0000000",0,1,0,0,3,11
"192.168.10.19","68.67.178.173","2017-07-07 17:14:47.680","2017-07-07 17:14:57.785","10.105030",3565,11,1,1,"1.0885668","352.79460","324.09090909090907",3,0,0,1,10
"192.168.10.19","68.67.178.176","2017-07-07 17:41:41.713","2017-07-07 19:55:58.082","8056.369416",17728,39,3,1,"0.004840890231","2.200494923","454.56410256410254",3,0,0,3,36
"192.168.10.19","68.67.178.197","2017-07-07 17:41:41.928","2017-07-07 17:41:52.036","10.108329",3590,10,1,1,"0.98928321","355.15267",359,3,0,0,1,9
"192.168.10.19","68.67.178.199","2017-07-07 17:10:50.911","2017-07-07 18:01:10.185","3019.274006",39143,76,4,2,"0.02517161405","12.96437485","515.0394736842105",4,0,0,4,72
"192.168.10.19","68.67.178.243","2017-07-07 17:18:41.463","2017-07-07 17:18:52.095","10.632778",4081,20,2,1,"1.8809760","383.81315","204.05",3,0,0,2,16
"192.168.10.19","68.67.178.252","2017-07-07 17:10:52.801","2017-07-07 17:11:03.239","10.437784",9758,23,2,1,"2.2035329","934.87277","424.2608695652174",2,0,0,2,21
"192.168.10.19","68.67.180.12","2017-07-07 17:10:51.038","2017-07-07 18:12:30.569","3699.530918",13950,84,10,2,"0.02270558129","3.770748322","166.07142857142858",3,0,0,10,74
"192.168.10.19","68.67.180.44","2017-07-07 18:12:20.352","2017-07-07 18:12:30.514","10.161471",7191,23,2,1,"2.2634518","707.67312","312.6521739130435",3,0,0,2,21
"192.168.10.19","68.67.180.45","2017-07-07 17:10:50.693","2017-07-07 17:11:03.068","12.374715",37335,60,3,2,"4.8485965","3017.0392","622.25",4,0,0,3,57
"192.168.10.19","69.172.216.111","2017-07-07 17:10:51.430","2017-07-07 17:11:06.852","15.422236",0,192,48,1,"12.449557","0.0000000",0,1,0,0,48,144
