,src,dst,start,finish,total_duration,total_bytes,total_packets,src_ports,dst_ports,pps,bps,bpp,num_protocols,flag_ack,flag_fin,flag_psh,flag_rst,flag_syn,attack,cluster,x,y
36526,146.148.13.21,192.168.10.17,2017-07-07 18:23:35.831,2017-07-07 18:23:36.527,0.695434,2364,12,443,42624,17.2554,3399.32,197.0,3,1,0,1,0,1,1,46,-0.8705115854391647,0.7259247678302813
69155,192.168.10.16,68.67.178.176,2017-07-07 17:57:32.414,2017-07-07 17:57:32.561,0.146518,709,9,443,33482,61.4259,4839.0,78.77777777777777,3,1,0,1,0,1,1,46,-1.173891442415989,0.5835078762881488
58050,183.79.1.73,192.168.10.19,2017-07-07 17:14:48.822,2017-07-07 17:14:49.765,0.9429879999999999,5067,22,443,40469,23.3301,5373.35,230.3181818181818,3,1,1,1,0,1,1,47,-0.44700603935064614,0.546172970940941
55655,172.217.6.228,192.168.10.19,2017-07-07 17:14:46.015,2017-07-07 17:14:46.217,0.202051,2800,16,443,33441,79.1879,13857.9,175.0,3,1,1,1,0,1,1,47,-0.7350975263458356,0.5173403434257996
68301,192.168.10.16,31.13.69.193,2017-07-07 19:19:46.043,2017-07-07 19:19:46.349,0.306579,4589,19,443,42716,61.9742,14968.4,241.5263157894737,3,1,1,1,0,1,1,47,-0.5273226747261507,0.6674830543264232
72685,192.168.10.19,80.82.201.85,2017-07-07 17:41:41.039,2017-07-07 17:41:41.743,0.703697,4910,22,443,35768,31.2635,6977.43,223.1818181818182,3,1,1,1,0,1,1,47,-0.538709874467956,0.4826966338409249
28928,122.225.115.206,192.168.10.17,2017-07-07 17:06:08.472,2017-07-07 17:06:10.489,2.017287,3267,24,443,33525,11.89717,1619.5020000000002,136.125,3,1,1,1,0,1,1,47,-0.471327536550117,0.31050960202528116
54450,172.217.12.142,192.168.10.8,2017-07-07 17:20:31.378,2017-07-07 17:20:32.469,1.0912680000000001,5082,20,6370,443,18.3273,4656.968,254.1,3,1,1,1,1,1,1,48,-0.4484695209289931,-0.4188863798544166
45675,157.240.0.35,192.168.10.8,2017-07-07 18:22:33.524,2017-07-07 18:22:33.724,0.19983,3017,21,9191,443,105.09,15098.0,143.66666666666666,3,1,1,1,1,1,1,48,-0.7280931735481699,-0.44059156400557614
17262,104.88.9.44,192.168.10.8,2017-07-07 17:20:32.545,2017-07-07 17:20:32.705,0.159895,2762,20,6409,443,125.08200000000001,17273.8,138.1,3,1,1,1,1,1,1,48,-0.7276096551914673,-0.3731786718841507
79365,192.168.10.9,52.20.2.57,2017-07-07 19:53:09.076,2017-07-07 19:53:09.560,0.48376899999999995,6930,20,443,10687,41.342,14325.0,346.5,3,1,1,1,1,1,1,48,-0.28007826372673944,-0.04494106380021841
79888,192.168.10.9,67.213.216.228,2017-07-07 18:17:25.709,2017-07-07 18:17:25.910,0.201237,3723,21,8505,443,104.355,18500.6,177.28571428571428,3,1,1,1,1,1,1,48,-0.6815503995890861,-0.41246516649623094
61127,192.168.10.12,72.5.205.60,2017-07-07 17:49:16.218,2017-07-07 17:49:16.392,0.174234,4677,19,443,42330,109.04899999999999,26843.2,246.15789473684208,3,1,1,1,1,1,1,49,-0.13581486486441427,0.5046873395802149
58004,182.22.25.124,192.168.10.16,2017-07-07 19:16:44.456,2017-07-07 19:16:45.447,0.9911549999999999,4392,29,443,36932,29.2588,4431.19,151.44827586206898,3,1,1,1,1,1,1,49,-0.12622942060812906,0.22412780090460646
69262,192.168.10.16,69.172.216.111,2017-07-07 17:02:02.850,2017-07-07 17:02:04.868,2.017605,5082,19,443,40456,9.417106,2518.828,267.4736842105263,3,1,1,1,1,1,1,49,0.1404778505635954,0.3236093932143486
61187,192.168.10.12,74.125.22.154,2017-07-07 17:08:18.736,2017-07-07 17:08:18.890,0.154033,3246,24,443,38620,155.811,21073.4,135.25,3,1,1,1,1,1,1,49,-0.2831291464722408,0.3687653830901646
67933,192.168.10.16,23.194.140.72,2017-07-07 18:20:51.216,2017-07-07 18:20:52.098,0.882574,5486,22,443,37428,24.9271,6215.91,249.3636363636364,3,1,1,1,1,1,1,49,-0.051758917423140295,0.3214339613943376
67647,192.168.10.16,199.244.48.55,2017-07-07 18:31:34.532,2017-07-07 18:31:34.674,0.142201,11456,99,443,42752,696.198,80562.0,115.71717171717172,3,1,1,1,1,1,1,50,0.06920685909832541,0.047319100270017775
67540,192.168.10.16,199.244.48.55,2017-07-07 18:30:45.392,2017-07-07 18:30:45.535,0.14239100000000002,12419,96,443,42326,674.2,87217.6,129.36458333333334,3,1,1,1,1,1,1,50,0.0948629552292556,0.059837251106762954
67554,192.168.10.16,199.244.48.55,2017-07-07 18:30:48.642,2017-07-07 18:30:48.783,0.141751,12904,100,443,42354,705.462,91032.9,129.04,3,1,1,1,1,1,1,50,0.11335118059669382,0.0403161358799967
67284,192.168.10.16,199.244.48.55,2017-07-07 18:29:36.113,2017-07-07 18:29:36.257,0.143455,5650,113,443,41808,787.703,39385.2,50.0,3,1,1,1,1,1,1,50,-0.11525134010892521,-0.06114011597432624
67312,192.168.10.16,199.244.48.55,2017-07-07 18:29:49.063,2017-07-07 18:29:49.206,0.143817,9994,106,443,41864,737.048,69491.1,94.28301886792453,3,1,1,1,1,1,1,50,0.018347163639687324,-0.012116810903821178
67338,192.168.10.16,199.244.48.55,2017-07-07 18:29:57.449,2017-07-07 18:29:57.592,0.142621,9994,106,443,41916,743.2289999999999,70073.8,94.28301886792453,3,1,0,1,1,1,1,51,-0.28047685142465134,0.05505539359959159
67475,192.168.10.16,199.244.48.55,2017-07-07 18:30:32.094,2017-07-07 18:30:32.237,0.14274,10008,105,443,42196,735.6,70113.0,95.31428571428572,3,1,0,1,1,1,1,51,-0.27802396584470396,0.06506986055182724
67397,192.168.10.16,199.244.48.55,2017-07-07 18:30:14.482,2017-07-07 18:30:14.668,0.185687,9994,106,443,42034,570.8530000000001,53821.8,94.28301886792453,3,1,0,1,1,1,1,51,-0.2688593565440475,0.019217597434071403
67604,192.168.10.16,199.244.48.55,2017-07-07 18:31:00.609,2017-07-07 18:31:00.861,0.251637,8560,110,443,42496,437.13800000000003,34017.3,77.81818181818181,3,1,0,1,1,1,1,51,-0.29373168015444334,-0.029289198441206105
67489,192.168.10.16,199.244.48.55,2017-07-07 18:30:35.042,2017-07-07 18:30:35.188,0.146679,9994,96,443,42224,654.49,68135.2,104.10416666666669,3,1,0,1,1,1,1,51,-0.2845263044695248,0.11025348428906027
28171,108.174.10.10,192.168.10.15,2017-07-07 18:16:02.560,2017-07-07 18:16:02.641,0.081001,3207,10,57811,443,123.46,39592.0,320.7,3,1,1,1,1,1,1,52,-0.9699442421081386,-1.2155028578900637
42303,151.101.130.49,192.168.10.12,2017-07-07 17:49:17.100,2017-07-07 17:49:18.259,1.1585969999999999,4560,23,50916,443,19.8516,3935.795,198.2608695652174,3,1,1,1,1,1,1,52,-0.7901742212202858,-1.3500052611143323
49642,162.248.16.28,192.168.10.15,2017-07-07 17:07:12.481,2017-07-07 17:07:12.928,0.44637,4313,19,55569,443,42.566,9662.4,227.0,3,1,1,1,1,1,1,52,-0.9188790474206001,-1.3474103540482958
53315,172.217.10.35,192.168.10.17,2017-07-07 17:24:54.258,2017-07-07 17:24:54.436,0.177611,3914,40,49357,443,225.21099999999998,22036.9,97.85,3,1,1,1,1,1,1,52,-0.9849874250063608,-1.356959178056835
64296,192.168.10.15,23.208.79.80,2017-07-07 18:40:40.121,2017-07-07 18:40:40.251,0.12994,2859,19,58193,443,146.22,22002.0,150.4736842105263,3,1,1,1,1,1,1,52,-1.0765484906859952,-1.3812422086832792
75606,192.168.10.5,68.67.178.199,2017-07-07 18:41:47.151,2017-07-07 18:41:47.642,0.491335,5035,14,55937,443,28.4938,10247.6,359.6428571428572,3,1,0,1,1,1,1,53,-1.1112253996244617,-1.2020497580782752
52481,172.217.10.1,192.168.10.5,2017-07-07 18:08:33.297,2017-07-07 18:08:33.547,0.250246,3081,19,54328,443,75.9253,12311.9,162.1578947368421,3,1,0,1,1,1,1,53,-1.3159335250033077,-1.2610483782249313
68972,192.168.10.16,54.80.219.43,2017-07-07 18:58:48.199,2017-07-07 18:58:48.389,0.189636,5957,18,60656,443,94.9187,31412.8,330.9444444444445,3,1,0,1,1,1,1,53,-1.178618288128757,-1.292799242582117
53211,172.217.10.3,192.168.10.15,2017-07-07 18:14:40.595,2017-07-07 18:14:40.941,0.345597,3627,19,57561,443,54.9773,10494.9,190.8947368421053,3,1,0,1,1,1,1,53,-1.2894262489054744,-1.3256951208367016
17457,104.97.122.16,192.168.10.5,2017-07-07 18:41:47.053,2017-07-07 18:41:47.642,0.588962,720,9,55936,443,15.2811,1222.49,80.0,3,1,0,1,1,1,1,53,-1.411555039127094,-1.2976351588185284
64837,192.168.10.15,34.206.215.246,2017-07-07 19:43:10.924,2017-07-07 19:43:15.644,4.719746,7073,14,60779,443,2.9662610000000003,1498.598,505.21428571428567,3,1,0,1,1,1,1,54,-0.3777844508836942,-1.528033951539827
64293,192.168.10.15,23.208.66.222,2017-07-07 19:43:11.436,2017-07-07 19:43:15.644,4.208407,5243,14,60792,443,3.3266739999999997,1245.84,374.5,3,1,0,1,1,1,1,54,-0.59040278543926,-1.5466386054489396
74578,192.168.10.5,23.53.114.223,2017-07-07 18:41:43.854,2017-07-07 18:41:47.681,3.827149,8148,24,55890,443,6.270987,2129.0,339.5,3,1,0,1,1,1,1,54,-0.543038339362044,-1.5267725855203018
63696,192.168.10.15,204.13.194.242,2017-07-07 19:43:11.437,2017-07-07 19:43:15.646,4.208862,3493,12,60793,443,2.851127,829.9155,291.0833333333333,3,1,0,1,1,1,1,54,-0.6974723589605776,-1.5629527762993942
75505,192.168.10.5,63.241.108.103,2017-07-07 18:41:43.954,2017-07-07 18:41:47.674,3.7206330000000003,3242,12,55895,443,3.225258,871.3571,270.1666666666667,3,1,0,1,1,1,1,54,-0.755680748667251,-1.442499125896231
32723,13.58.146.190,192.168.10.50,2017-07-07 19:05:04.114,2017-07-07 19:05:08.273,4.158819,23250,33,80,49227,7.934945,5590.529,704.5454545454545,2,3,2,3,1,3,1,55,3.980579632660298,0.17360443385502433
34748,13.59.43.55,192.168.10.50,2017-07-07 18:57:37.501,2017-07-07 18:57:41.810,4.30825,23250,28,80,51198,6.499159,5396.6230000000005,830.3571428571429,2,3,2,3,1,3,1,55,4.100888023189115,0.29174195837933914
32722,13.58.146.190,192.168.10.50,2017-07-07 19:05:04.114,2017-07-07 19:05:08.274,4.159733,17410,33,80,49226,7.9332009999999995,4185.365,527.5757575757576,2,3,2,3,1,3,1,55,3.7039103205807247,0.13611342017477235
52078,169.54.33.166,192.168.10.50,2017-07-07 19:04:50.536,2017-07-07 19:04:55.244,4.708318,23250,33,80,65227,7.008872,4938.069,704.5454545454545,2,3,2,3,1,3,1,55,4.222685148736406,0.4072017338833306
50525,169.54.33.166,192.168.10.50,2017-07-07 19:03:53.663,2017-07-07 19:03:58.582,4.919518,24625,32,80,63674,6.504702,5005.572,769.53125,2,3,2,3,1,3,1,55,4.317070088798819,0.39373441502058004
52266,169.54.33.166,192.168.10.50,2017-07-07 19:04:57.489,2017-07-07 19:05:00.431,2.941935,34845,43,80,65415,14.616229999999998,11844.25,810.3488372093024,2,3,3,3,1,3,1,56,4.664409071457988,0.3531669343934384
34915,13.59.43.55,192.168.10.50,2017-07-07 18:57:43.524,2017-07-07 18:57:46.664,3.140057,34845,36,80,51365,11.46476,11096.93,967.9166666666665,2,3,3,3,1,3,1,56,4.647621244334989,0.22497003761244316
50680,169.54.33.166,192.168.10.50,2017-07-07 19:03:59.489,2017-07-07 19:04:02.804,3.314978,34845,36,80,63829,10.8598,10511.38,967.9166666666665,2,3,3,3,1,3,1,56,4.799649424032132,0.42330857422570023
32876,13.58.146.190,192.168.10.50,2017-07-07 19:05:10.130,2017-07-07 19:05:15.745,5.6148620000000005,34845,40,80,49380,7.123950999999999,6205.852,871.125,2,3,3,3,1,3,1,56,4.9252180545967645,-0.049083480304495566
32896,13.58.146.190,192.168.10.50,2017-07-07 19:05:10.192,2017-07-07 19:05:16.440,6.247394,31925,41,80,49400,6.562736,5110.130999999999,778.6585365853657,2,3,3,3,1,3,1,56,4.87733514128336,-0.11673830477146697
39608,146.20.128.223,192.168.10.50,2017-07-07 18:58:57.851,2017-07-07 18:58:59.443,1.592317,34865,44,80,55403,27.632690000000004,21895.77,792.3863636363636,2,4,3,4,1,4,1,57,5.423413033119377,-0.17441491969551956
39592,146.20.128.223,192.168.10.50,2017-07-07 18:58:57.461,2017-07-07 18:59:00.448,2.986915,30485,45,80,55387,15.065710000000001,10206.18,677.4444444444445,2,4,3,4,1,4,1,57,5.432068110952181,-0.30260568018385753
46953,162.242.240.67,192.168.10.50,2017-07-07 19:01:55.100,2017-07-07 19:01:59.294,4.193835,30485,42,80,60359,10.0147,7269.003000000001,725.8333333333335,2,4,3,4,1,4,1,57,5.685807267368761,-0.25832487369073737
39472,146.20.128.223,192.168.10.50,2017-07-07 18:58:52.929,2017-07-07 18:58:56.910,3.981327,34865,43,80,55267,10.800419999999999,8757.13,810.8139534883722,2,4,3,4,1,4,1,57,5.779587460688559,-0.3328726550211915
44368,151.101.192.194,192.168.10.50,2017-07-07 19:01:22.898,2017-07-07 19:01:24.188,1.289784,36240,41,80,59494,31.78827,28097.73,883.9024390243902,2,4,3,4,1,4,1,57,5.515446819372489,-0.02659276272236812
44490,151.101.192.194,192.168.10.50,2017-07-07 19:01:26.975,2017-07-07 19:01:35.149,8.173480999999999,46460,48,80,59616,5.872651,5684.236999999999,967.9166666666665,2,4,4,4,1,4,1,58,7.1527921284880005,-0.6608570424014911
51719,169.54.33.166,192.168.10.50,2017-07-07 19:04:37.974,2017-07-07 19:04:41.576,3.60205,46460,50,80,64868,13.88098,12898.21,929.2,2,4,4,4,1,4,1,58,6.5215186189885035,-0.2981819681067884
48158,162.242.240.67,192.168.10.50,2017-07-07 19:02:37.318,2017-07-07 19:02:42.718,5.400333,46460,48,80,61564,8.888341,8603.173,967.9166666666665,2,4,4,4,1,4,1,58,6.771630214788674,-0.44428056353178563
43435,151.101.192.194,192.168.10.50,2017-07-07 19:00:48.804,2017-07-07 19:00:54.807,6.003515,45000,54,80,58561,8.994731,7495.609,833.3333333333335,2,4,4,4,1,4,1,58,6.706551368949632,-0.6259680396347184
51724,169.54.33.166,192.168.10.50,2017-07-07 19:04:37.989,2017-07-07 19:04:41.520,3.530163,45000,49,80,64873,13.880379999999999,12747.29,918.3673469387757,2,4,4,4,1,4,1,58,6.463384616025081,-0.2791795999580778
33398,13.58.146.190,192.168.10.50,2017-07-07 18:56:50.835,2017-07-07 18:56:54.225,3.3898639999999998,21810,35,80,49902,10.3249,6433.8859999999995,623.1428571428571,2,4,2,4,1,4,1,59,4.852159332362484,-0.24741693927752864
49300,162.242.240.67,192.168.10.50,2017-07-07 19:03:19.428,2017-07-07 19:03:23.118,3.6900370000000002,23270,35,80,62706,9.485,6306.17,664.8571428571429,2,4,2,4,1,4,1,59,5.0931918863514944,-0.04336980228069322
49883,169.54.33.166,192.168.10.50,2017-07-07 19:03:31.303,2017-07-07 19:03:35.304,4.000653,23270,35,80,63032,8.748572,5816.55,664.8571428571429,2,4,2,4,1,4,1,59,5.141436254784206,-0.05866265463339372
35381,13.59.43.55,192.168.10.50,2017-07-07 18:56:47.805,2017-07-07 18:56:50.767,2.9624759999999997,23270,37,80,51831,12.48955,7854.916,628.918918918919,2,4,2,4,1,4,1,59,4.855813946336451,-0.2079821596963273
33391,13.58.146.190,192.168.10.50,2017-07-07 18:56:50.773,2017-07-07 18:56:53.938,3.165339,18890,36,80,49895,11.37319,5967.765,524.7222222222222,2,4,2,4,1,4,1,59,4.675985444837914,-0.2621679450497376
47583,162.242.240.67,192.168.10.50,2017-07-07 19:02:17.147,2017-07-07 19:02:18.397,1.2497120000000002,47835,46,80,60989,36.808479999999996,38276.82,1039.891304347826,2,4,4,4,0,4,1,60,5.835448125385616,0.07176393117126668
41006,146.20.128.223,192.168.10.50,2017-07-07 18:59:48.398,2017-07-07 18:59:51.929,3.531601,46460,49,80,56801,13.87473,13155.51,948.1632653061224,2,4,4,4,0,4,1,60,6.030035243005765,-0.2294417241407353
50084,169.54.33.166,192.168.10.50,2017-07-07 19:03:37.662,2017-07-07 19:03:39.561,1.898945,46460,50,80,63233,26.330409999999997,24466.22,929.2,2,4,4,4,0,4,1,60,5.846990594714689,-0.016585426467153126
34669,13.59.43.55,192.168.10.50,2017-07-07 18:57:33.880,2017-07-07 18:57:38.213,4.3325629999999995,46460,49,80,51119,11.3097,10723.44,948.1632653061224,2,4,4,4,0,4,1,60,6.0882355498927945,-0.3803688037274126
49489,162.242.240.67,192.168.10.50,2017-07-07 19:03:25.521,2017-07-07 19:03:28.771,3.2497439999999997,42080,49,80,62895,15.07811,12948.71,858.7755102040817,2,4,4,4,0,4,1,60,5.873461089992384,-0.11216822259482308
50141,169.54.33.166,192.168.10.50,2017-07-07 19:03:39.677,2017-07-07 19:03:39.978,0.300729,36240,38,80,63290,126.36,120507.0,953.6842105263157,2,4,3,4,0,4,1,61,5.035010197699078,0.45299489359771083
37447,146.20.128.189,192.168.10.50,2017-07-07 18:57:40.508,2017-07-07 18:57:43.082,2.5744439999999997,31945,42,80,53293,16.3142,12408.5,760.5952380952382,2,4,3,4,0,4,1,61,5.031448419596533,-0.07775794434457102
35580,13.59.43.55,192.168.10.50,2017-07-07 18:56:53.727,2017-07-07 18:56:57.722,3.9951559999999997,34865,41,80,52030,10.26243,8726.818000000001,850.3658536585367,2,4,3,4,0,4,1,61,5.361985115727374,-0.17189186912629414
43576,151.101.192.194,192.168.10.50,2017-07-07 19:00:54.773,2017-07-07 19:00:57.149,2.376178,34865,44,80,58702,18.517129999999998,14672.72,792.3863636363636,2,4,3,4,0,4,1,61,5.160175697169363,0.005746726873982156
34056,13.59.43.55,192.168.10.50,2017-07-07 18:57:12.554,2017-07-07 18:57:15.937,3.38351,33405,42,80,50506,12.41314,9872.883,795.3571428571429,2,4,3,4,0,4,1,61,5.182966349757628,-0.17667429590583236
50819,169.54.33.166,192.168.10.50,2017-07-07 19:04:03.724,2017-07-07 19:04:06.356,2.631879,23270,34,80,63968,12.91853,8841.591999999999,684.4117647058823,2,4,2,4,0,4,1,62,4.554002120684214,0.2502225853947814
34719,13.59.43.55,192.168.10.50,2017-07-07 18:57:35.861,2017-07-07 18:57:37.339,1.47785,23270,31,80,51169,20.97642,15745.85,750.6451612903226,2,4,2,4,0,4,1,62,4.297295603953837,0.16967117777598406
50820,169.54.33.166,192.168.10.50,2017-07-07 19:04:03.724,2017-07-07 19:04:06.016,2.291863,21810,35,80,63969,15.27142,9516.276,623.1428571428571,2,4,2,4,0,4,1,62,4.425448793604756,0.24969887623564996
34377,13.59.43.55,192.168.10.50,2017-07-07 18:57:23.752,2017-07-07 18:57:26.251,2.4990419999999998,23270,31,80,50827,12.40475,9311.568000000001,750.6451612903226,2,4,2,4,0,4,1,62,4.4420056875134355,0.08951070633098902
50817,169.54.33.166,192.168.10.50,2017-07-07 19:04:03.724,2017-07-07 19:04:06.354,2.6303549999999998,23270,37,80,63966,14.06654,8846.715,628.918918918919,2,4,2,4,0,4,1,62,4.520342210287963,0.20409747628153058
35217,13.59.43.55,192.168.10.50,2017-07-07 18:57:53.680,2017-07-07 18:57:56.158,2.477534,23250,29,80,51667,11.70519,9384.331,801.7241379310345,2,3,2,3,0,3,1,63,3.411886836220321,0.5870963276129325
35001,13.59.43.55,192.168.10.50,2017-07-07 18:57:45.862,2017-07-07 18:57:46.808,0.945626,23250,31,80,51451,32.7825,24586.9,750.0,2,3,2,3,0,3,1,63,3.154410007614274,0.6633553059763039
52031,169.54.33.166,192.168.10.50,2017-07-07 19:04:48.693,2017-07-07 19:04:50.408,1.715611,23250,34,80,65180,19.81801,13552.02,683.8235294117648,2,3,2,3,0,3,1,63,3.3655165908097437,0.779465656676707
47263,162.242.240.67,192.168.10.50,2017-07-07 19:02:05.131,2017-07-07 19:02:06.918,1.7870840000000001,21790,31,80,60669,17.34669,12193.05,702.9032258064516,2,3,2,3,0,3,1,63,3.299707064039311,0.7384207377551077
51454,169.54.33.166,192.168.10.50,2017-07-07 19:04:27.692,2017-07-07 19:04:28.978,1.286037,23250,30,80,64603,23.327479999999998,18078.8,775.0,2,3,2,3,0,3,1,63,3.3535610233581243,0.8739469848528704
35189,13.59.43.55,192.168.10.50,2017-07-07 18:57:52.223,2017-07-07 18:57:53.994,1.7708439999999999,34845,35,80,51639,19.76459,19677.06,995.5714285714287,2,3,3,3,0,3,1,64,4.058487281862632,0.5336612279017133
35594,13.59.43.55,192.168.10.50,2017-07-07 18:56:53.836,2017-07-07 18:56:57.998,4.161865,34845,34,80,52044,8.169414,8372.448,1024.8529411764703,2,3,3,3,0,3,1,64,4.427706412279075,0.3925555561780886
34997,13.59.43.55,192.168.10.50,2017-07-07 18:57:45.856,2017-07-07 18:57:47.304,1.447927,34845,39,80,51447,26.935059999999996,24065.44,893.4615384615386,2,3,3,3,0,3,1,64,3.945500734560037,0.4803002756072895
49155,162.242.240.67,192.168.10.50,2017-07-07 19:03:13.444,2017-07-07 19:03:14.952,1.507889,33300,39,80,62561,25.863970000000002,22083.85,853.8461538461537,2,3,3,3,0,3,1,64,3.999021088762533,0.6560571585985405
52024,169.54.33.166,192.168.10.50,2017-07-07 19:04:48.692,2017-07-07 19:04:51.012,2.319309,34845,42,80,65173,18.10884,15023.87,829.6428571428571,2,3,3,3,0,3,1,64,4.172631075250559,0.5936708507301302
43962,151.101.192.194,192.168.10.50,2017-07-07 19:01:08.866,2017-07-07 19:01:15.813,6.946244,33385,35,80,59088,5.0386940000000005,4806.195,953.8571428571428,2,3,3,3,2,3,1,65,5.6373703046043895,-0.07123543444829984
38814,146.20.128.189,192.168.10.50,2017-07-07 18:58:30.882,2017-07-07 18:58:38.795,7.9126259999999995,34845,45,80,54660,5.687113,4403.721,774.3333333333335,2,3,3,3,2,3,1,65,5.663157812909223,-0.37520335069662897
33129,13.58.146.190,192.168.10.50,2017-07-07 19:05:20.099,2017-07-07 19:05:24.302,4.2030330000000005,33385,44,80,49633,10.468630000000001,7943.073,758.75,2,3,3,3,2,3,1,65,5.0246247849846615,-0.20279812078906687
34744,13.59.43.55,192.168.10.50,2017-07-07 18:57:36.649,2017-07-07 18:57:45.809,9.16,34845,39,80,51194,4.257642,3804.039,893.4615384615386,2,3,3,3,2,3,1,65,5.880640417430183,-0.4185950151177668
32761,13.58.146.190,192.168.10.50,2017-07-07 19:05:06.084,2017-07-07 19:05:14.299,8.215726,34845,43,80,49265,5.233865,4241.255999999999,810.3488372093024,2,3,3,3,2,3,1,65,5.6737220187895305,-0.45584443143479486
40464,146.20.128.223,192.168.10.50,2017-07-07 18:59:28.522,2017-07-07 18:59:33.939,5.4163809999999994,34865,48,80,56259,8.862006,6436.955,726.3541666666665,2,4,3,4,2,4,1,66,6.357837087764502,-0.6694111774359883
42693,151.101.192.194,192.168.10.50,2017-07-07 19:00:24.116,2017-07-07 19:00:31.047,6.931036,34865,46,80,57819,6.636814,5030.273,757.9347826086956,2,4,3,4,2,4,1,66,6.611224137130426,-0.7152619161402312
38730,146.20.128.189,192.168.10.50,2017-07-07 18:58:27.792,2017-07-07 18:58:33.246,5.454301999999999,34865,43,80,54576,7.883685000000001,6392.201999999999,810.8139534883722,2,4,3,4,2,4,1,66,6.396358324833087,-0.6275277213135291
37789,146.20.128.189,192.168.10.50,2017-07-07 18:57:53.664,2017-07-07 18:58:03.939,10.275544,33405,44,80,53635,4.2820117,3250.9228,759.2045454545455,2,4,3,4,2,4,1,66,7.011028590488677,-0.9789045487776478
35722,13.59.43.55,192.168.10.50,2017-07-07 18:56:58.758,2017-07-07 18:57:04.929,6.1710199999999995,34865,42,80,52172,6.806006,5649.795,830.1190476190477,2,4,3,4,2,4,1,66,6.487244002595996,-0.699736123150616
44636,151.101.192.194,192.168.10.50,2017-07-07 19:01:32.914,2017-07-07 19:01:39.607,6.6932339999999995,46460,49,80,59762,7.320825999999999,6941.338000000001,948.1632653061224,2,4,4,4,2,4,1,67,7.339013292432067,-0.7611793245006
42486,151.101.192.194,192.168.10.50,2017-07-07 19:00:16.320,2017-07-07 19:00:23.232,6.911738000000001,37700,49,80,57612,7.089389,5454.4890000000005,769.3877551020407,2,4,4,4,2,4,1,67,6.993265193782453,-0.8209532689574175
40737,146.20.128.223,192.168.10.50,2017-07-07 18:59:38.508,2017-07-07 18:59:47.296,8.787733,47835,48,80,56532,5.46216,5443.383000000001,996.5625,2,4,4,4,2,4,1,67,7.677173470256129,-0.9360031535623825
38857,146.20.128.189,192.168.10.50,2017-07-07 18:58:32.852,2017-07-07 18:58:38.312,5.459973000000001,46460,50,80,54703,9.157554,8509.2,929.2,2,4,4,4,2,4,1,67,7.097789723323875,-0.7802277872628294
40486,146.20.128.223,192.168.10.50,2017-07-07 18:59:29.194,2017-07-07 18:59:37.836,8.641210000000001,42080,58,80,56281,6.712022999999999,4869.688,725.5172413793103,2,4,4,4,2,4,1,67,7.330174872591176,-1.0738828822752617
39397,146.20.128.223,192.168.10.50,2017-07-07 18:58:49.930,2017-07-07 18:58:53.964,4.033801,46480,54,80,55192,13.38688,11522.63,860.7407407407408,2,5,4,5,2,5,1,68,7.923207431486247,-1.1779656092261708
39402,146.20.128.223,192.168.10.50,2017-07-07 18:58:49.945,2017-07-07 18:58:53.989,4.044626,44850,61,80,55197,15.08174,11088.79,735.2459016393442,2,5,4,5,2,5,1,68,7.8064170678142935,-1.2685312885349207
35471,13.59.43.55,192.168.10.50,2017-07-07 18:56:50.744,2017-07-07 18:56:56.856,6.11209,46480,56,80,51921,9.162169,7604.6,830.0,2,5,4,5,2,5,1,68,8.172663829787087,-1.4005254682422679
39400,146.20.128.223,192.168.10.50,2017-07-07 18:58:49.945,2017-07-07 18:58:53.984,4.039689,45020,60,80,55195,14.85263,11144.42,750.3333333333335,2,5,4,5,2,5,1,68,7.818973255270146,-1.2562846793548281
39068,146.20.128.189,192.168.10.50,2017-07-07 18:58:40.399,2017-07-07 18:58:45.171,4.772017,47855,61,80,54914,12.78285,10028.25,784.5081967213115,2,5,4,5,2,5,1,68,8.022419529310287,-1.3257884422071593
33309,13.58.146.190,192.168.10.50,2017-07-07 18:56:47.632,2017-07-07 18:56:53.114,5.481896,58075,67,80,49813,12.22205,10593.96,866.7910447761194,2,5,5,5,2,5,1,69,8.709627673449551,-1.614296666581725
40625,146.20.128.223,192.168.10.50,2017-07-07 18:59:34.492,2017-07-07 18:59:41.088,6.595639,53695,65,80,56420,9.854997000000001,8140.985,826.0769230769231,2,5,5,5,2,5,1,69,8.79046787194697,-1.5447870739926215
35784,13.59.43.55,192.168.10.50,2017-07-07 18:57:00.837,2017-07-07 18:57:06.901,6.064292,58075,64,80,52234,10.55358,9576.551,907.421875,2,5,5,5,2,5,1,69,8.841645364601664,-1.5741647227666025
33305,13.58.146.190,192.168.10.50,2017-07-07 18:56:47.632,2017-07-07 18:56:53.187,5.555633,59450,61,80,49809,10.97985,10700.85,974.5901639344263,2,5,5,5,2,5,1,69,8.821320761137878,-1.5419880189452104
37330,146.20.128.189,192.168.10.50,2017-07-07 18:57:35.883,2017-07-07 18:57:39.639,3.7557300000000002,55155,64,80,53176,17.04063,14685.56,861.796875,2,5,5,5,2,5,1,69,8.408262476569947,-1.3970429278006504
50268,169.54.33.166,192.168.10.50,2017-07-07 19:03:43.724,2017-07-07 19:03:49.491,5.766280999999999,46480,60,80,63417,10.40532,8060.655,774.6666666666665,2,5,4,5,3,5,1,70,8.618569449551885,-1.419543616108559
